iv_6c07161e	IV2506-019			2025-06-05	81000	paid						11332024	SV-886-PL-บ้านห้างฉัตรเหนือ ม.2  ต.ห้างฉัตร อ.ห้างฉัตร จ.ลำปาง (SV-6802-01)	00253	ที่ทำการปกครองอำเภอห้างฉัตร	2025-06-05	WTP	EN connect	5.โครงการที่รับเงินแล้วสะสม	2025-06-19	19.06.2025 เงินเข้าแล้ว	AR2506-017	3	SV-6802-01
iv_cf04aa83	IV2506-018			2025-06-05	81000	paid						11322024	SV-878-PL-บ้านขามแดง ม.6 ต.ห้างฉัตร อ.ห้างฉัตร จ.ลำปาง (SV-6802-01)	00253	ที่ทำการปกครองอำเภอห้างฉัตร	2025-06-05	WTP	EN connect	5.โครงการที่รับเงินแล้วสะสม	2025-06-19	19.06.2025 เงินเข้าแล้ว	AR2506-016	3	SV-6802-01
iv_373af86c	IV2506-017	ENC051-PL		2025-06-11	3207894.62	paid						27802024	บ้านหนองลูกควาย ม.5 ต.แหลมทอง อ.หนองบุญมาก จ.นครราชสีมา (6801-01)	00826	เทศบาลตำบลแหลมทอง	2025-06-11	KTB	EN connect	5.โครงการที่รับเงินแล้วสะสม	2025-07-01	01.07.2025 เงินเข้าแล้ว	AR2506-020	2	6801-01
iv_65325c8e	IV2506-016	ENC052-PL		2025-06-11	3207894.62	paid						27902024	บ้านโคกลุงกราด ม.7 ต.แหลมทอง อ.หนองบุญมาก จ.นครราชสีมา (6801-01)	00826	เทศบาลตำบลแหลมทอง	2025-06-11	KTB	EN connect	5.โครงการที่รับเงินแล้วสะสม	2025-07-01	01.07.2025 เงินเข้าแล้ว	AR2506-021	2	6801-01
iv_f63fad8f	IV2506-015	ENC053-PL		2025-06-11	3207894.62	paid						27702024	บ้านโพธิ์ณรงค์ ม.8 ต.แหลมทอง อ.หนองบุญมาก จ.นครราชสีมา (6801-01)	00826	เทศบาลตำบลแหลมทอง	2025-06-11	KTB	EN connect	5.โครงการที่รับเงินแล้วสะสม	2025-07-01	01.07.2025 เงินเข้าแล้ว	AR2506-022	2	6801-01
iv_791688f3	IV2506-014	TTI049-PL		2025-06-09	1617000	paid						33202024	บ้านขุนศรี ม.2 ต.บุพราหมณ์ อ.นาดี จ.ปราจีนบุรี (6801-01)	00838	องค์การบริหารส่วนตำบลบุพราหมณ์	2025-06-09	WTP	ภาคตะวันออก	5.โครงการที่รับเงินแล้วสะสม	2025-07-25	25.07.2025 เงินเข้าแล้ว	AR2506-014	1	6801-01
iv_52d3ebfd	IV2506-013	AW067-PL		2025-06-04	5381567.87	paid						9802024	บ้านห้วยลาดเหนือ ม.11 ต.ผาขาว อ.ผาขาว จ.เลย (6707-03)	00783	องค์การบริหารส่วนจังหวัดเลย	2025-06-04	STS	EN connect	5.โครงการที่รับเงินแล้วสะสม	2025-07-11	11.07.2025 เงินเข้าแล้ว / คุณนิภา พัสดุ 042-812033	AR2506-012	3	6707-03
iv_2e345c3b	IV2506-012	AW066-PL		2025-06-04	5381567.87	paid						9702024	บ้านสมศักดิ์พัฒนา ม.2 ต.ผาขาว อ.ผาขาว จ.เลย (6707-03)	00783	องค์การบริหารส่วนจังหวัดเลย	2025-06-04	STS	EN connect	5.โครงการที่รับเงินแล้วสะสม	2025-07-11	11.07.2025 เงินเข้าแล้ว / คุณนิภา พัสดุ 042-812033	AR2506-011	3	6707-03
iv_e974bf43	IV2506-011	TTI047-PDH		2025-06-09	1100000	paid						2602025	บ้านหนองข่า ม.12 ต.นนทรี อ.กบินทร์บุรี จ.ปราจีนบุรี (6801-01)	00827	องค์การบริหารส่วนตำบลนนทรี	2025-06-09	WTP	ภาคตะวันออก	5.โครงการที่รับเงินแล้วสะสม	2025-07-31	31.07.2025 เงินเข้าแล้ว / พัสดุ 094-8198789	AR2506-015	3	6801-01
iv_70182ffd	IV2506-010	ENC104-PL		2025-06-20	3240000	paid						3302025	บ้านป่าปอ ม.8 ต.ด่านม่วงคำ อ.โคกศรีสุพรรณ จ.สกลนคร (6801-01)	00857	องค์การบริหารส่วนตำบลด่านม่วงคำ	2025-06-20	WTP	EN connect	5.โครงการที่รับเงินแล้วสะสม	2025-08-05	05.08.2025 เงินเข้าแล้ว / คุณจารุวรรณ 088-5503650	AR2506-042	2	6801-01
iv_f743d4b9	IV2506-008	STR052-PL		2025-06-06	5400000	paid						33102024	บ้านหัวรัง ม.4 ต.ดอนเจดีย์ อ.พนมทวน จ.กาญจนบุรี (6801-01)	00837	เทศบาลตำบลดอนเจดีย์	2025-06-06	FUNDING	STR	5.โครงการที่รับเงินแล้วสะสม	2025-07-21	21.07.2025 เงินเข้าแล้ว / คุณปุ๊ ทางไลน์	AR2506-004	3	6801-01
iv_3198c704	IV2506-007	PP050-PDH		2025-06-06	1100000	paid						4102025	บ้านทุ่งเปลว ม.3 ต.ตะเสะ อ.หาดสำราญ จ.ตรัง (6801-01)	00123	องค์การบริหารส่วนตำบลตะเสะ	2025-06-06	WTP	Pinpoint	5.โครงการที่รับเงินแล้วสะสม	2025-08-18	18.08.2025 เงินเข้าแล้ว / คุณกุ้ง 075-291244	AR2506-005	100	6801-01
iv_1016d81b	IV2506-006	PP049-PDH		2025-06-06	1285000	paid						3802025	บ้านป่าหมาก ม.4 ต.นาตาล่วง อ.เมืองตรัง จ.ตรัง (6801-01)	00863	เทศบาลตำบลนาตาล่วง	2025-06-06	WTP	Pinpoint	5.โครงการที่รับเงินแล้วสะสม	2025-07-01	01.07.2025 เงินเข้าแล้ว	AR2506-006	3	6801-01
iv_c9d753ac	IV2506-005	PP048-PDH		2025-06-06	1285000	paid						3902025	บ้านนาขา ม.2 ต.นาตาล่วง อ.เมืองตรัง จ.ตรัง (6801-01)	00863	เทศบาลตำบลนาตาล่วง	2025-06-06	WTP	Pinpoint	5.โครงการที่รับเงินแล้วสะสม	2025-07-01	01.07.2025 เงินเข้าแล้ว	AR2506-007	3	6801-01
iv_a4aa9a4f	IV2506-004	PP047-PDH		2025-06-06	1285000	paid						4002025	บ้านทุ่งตำเสา ม.1 ต.นาตาล่วง อ.เมืองตรัง จ.ตรัง (6801-01)	00863	เทศบาลตำบลนาตาล่วง	2025-06-06	WTP	Pinpoint	5.โครงการที่รับเงินแล้วสะสม	2025-07-01	01.07.2025 เงินเข้าแล้ว	AR2506-008	3	6801-01
iv_c13f5c15	IV2506-003	ENC109-PSL		2025-06-05	1800000	paid						6202025	บ้านคอกควาย ม.6 ต.เมืองพลับพลา อ.ห้วยแถลง จ.นครราชสีมา (6801-01)	00788	องค์การบริหารส่วนตำบลเมืองพลับพลา	2025-06-05	WTP	EN connect	5.โครงการที่รับเงินแล้วสะสม	2025-07-23	23.07.2025 เงินเข้าแล้ว / คุณเอ๋ 088-5816238	AR2506-003	1	6801-01
iv_3c2f92f0	IV2505-098	ENC097-PL		2025-05-14	5386400	paid						01202025	บ้านยางหล่อ ม.4 ต.ยางหล่อ อ.ศรีบุญเรือง จ.หนองบัวลำภู (6707-03)	00850	เทศบาลตำบลยางหล่อ	2025-05-14	คุณประกอบ	EN connect	5.โครงการที่รับเงินแล้วสะสม	2025-10-06	06.10.2025 เงินเข้าแล้ว	AR2505-108	100	6707-03
iv_abf01e4c	IV2505-097	STR040-PM		2025-05-23	1326271	paid						22802024	บ้านคลองโป่ง ม.5 ต.เมืองการุ้ง อ.บ้านไร่ จ.อุทัยธานี (6801-01)	00812	องค์การบริหารส่วนตำบลเมืองการุ้ง	2025-05-23	KTB	STR	5.โครงการที่รับเงินแล้วสะสม	2025-07-11	11.07.2025 เงินเข้าแล้ว / พัสดุ 06-5264-4496	AR2505-107	1	6801-01
iv_b2f374df	IV2505-096	STR039-PM		2025-05-23	1315731.63	paid						22902024	บ้านหนองอาสา ม.2 ต.เมืองการุ้ง อ.บ้านไร่ จ.อุทัยธานี (6801-01)	00812	องค์การบริหารส่วนตำบลเมืองการุ้ง	2025-05-23	KTB	STR	5.โครงการที่รับเงินแล้วสะสม	2025-07-11	11.07.2025 เงินเข้าแล้ว / พัสดุ 06-5264-4496	AR2505-106	1	6801-01
iv_1e1c91bd	IV2505-088	ENC062-PL		2025-05-30	3240000	paid						30102024	บ้านโพนทอง ม.9 ต.ทรายขาว อ.วังสะพุง จ.เลย (6801-01)	00834	องค์การบริหารส่วนตำบลทรายขาว	2025-05-30	KTB	EN connect	5.โครงการที่รับเงินแล้วสะสม	2025-09-04	04.09.2025 เงินเข้าแล้ว  / คุณจุ๊บ 081-8722608	AR2505-096	2	6801-01
iv_3a10a662	IV2505-087	INS030-PD		2025-05-30	1100000	paid						3402025	บ้านดงน้ำล้อม ม.8 ต.แม่เย็น อ.พาน จ.เชียงราย (จุดที่ 2) (6801-01)	00858	องค์การบริหารส่วนตำบลแม่เย็น	2025-05-30	WTP	Innovatech	5.โครงการที่รับเงินแล้วสะสม	2025-01-21	21.07.2025 เงินเข้าแล้ว / คุณอ้อม 093-138-2039	AR2505-097	3	6801-01
iv_c6631ef1	IV2505-086	INS031-PD		2025-05-30	1100000	paid						3502025	บ้านอิงดอย ม.10 ต.แม่เย็น อ.พาน จ.เชียงราย (6801-01)	00858	องค์การบริหารส่วนตำบลแม่เย็น	2025-05-30	WTP	Innovatech	5.โครงการที่รับเงินแล้วสะสม	2025-07-21	21.07.2025 เงินเข้าแล้ว / คุณอ้อม 093-138-2039	AR2505-098	3	6801-01
iv_4c56182a	IV2505-085	STR049-PL		2025-05-28	5400000	paid						29002024	ม.7 ต.ม่วงเตี้ย อ.วิเศษชัยชาญ จ.อ่างทอง (จุดที่ 2) (6801-01)	00655	เทศบาลตำบลม่วงเตี้ย	2025-05-28	STS	STR	5.โครงการที่รับเงินแล้วสะสม	2025-06-27	27.06.2025 เงินเข้าแล้ว / คุณใหม่ 086-3695449	AR2505-089	3	6801-01
iv_69c470f4	IV2505-084	STR047-PL		2025-05-27	5379000	paid						29102024	บ้านสามัคคีธรรม ม.5 ต.ลุ่มสุ่ม อ.ไทรโยค จ.กาญจนบุรี (6801-01)	00734	องค์การบริหารส่วนตำบลลุ่มสุ่ม	2025-05-27	WTP	STR	5.โครงการที่รับเงินแล้วสะสม	2025-07-14	14.07.2025 เงินเข้าแล้ว / คุณผา 089-0409795	AR2505-088	3	6801-01
